Board;WhiteNr;WhiteFideId;WhiteName;WhiteElo;WhitePoints;Result;BlackPoints;BlackElo;BlackName;BlackFideId;BlackNr
1;2;8784600;"Kursten, Gwen";0;0.0;0-1;1.0;1548;"Gang, Kevin Wan Ze";8710284;8
2;3;8888583;"Young, Scott";1833;1.5;1/2-1/2;2.0;1718;"Yildirim, Azra";8712627;1
3;4;8876923;"Esch, Nolan";0;0.0;0-1;1.5;1952;"Vogels, Mathijs";8845001;7
4;5;8831482;"Hompes, Roel";0;1.0;1/2-1/2;1.0;0;"Patil, Advay";9105250;6
