Board;WhiteNr;WhiteFideId;WhiteName;WhiteElo;WhitePoints;Result;BlackPoints;BlackElo;BlackName;BlackFideId;BlackNr
1;3;8888583;"Young, Scott";1833;0.0;*;0.0;1548;"Gang, Kevin Wan Ze";8710284;8
2;4;8876923;"Esch, Nolan";0;0.0;*;0.0;0;"Kursten, Gwen";8784600;2
3;5;8831482;"Hompes, Roel";0;0.0;*;0.0;1718;"Yildirim, Azra";8712627;1
4;6;9105250;"Patil, Advay";0;0.0;*;1.0;1952;"Vogels, Mathijs";8845001;7
