Board;WhiteNr;WhiteFideId;WhiteName;WhiteElo;WhitePoints;Result;BlackPoints;BlackElo;BlackName;BlackFideId;BlackNr
1;3;9118450;"Kannan, Aishwarya";0;1.0;*;1.0;1220;"Chaudhuri, Aarini";9091962;8
2;4;8902344;"Leenen, Pomme";1309;3.0;*;3.0;1455;"Omnes, Zoë";8961678;2
3;5;9052021;"Mohan, Manaswini";0;1.0;*;2.0;0;"Udhaya Kumar, Medhini";8999111;1
4;6;9146533;"Rijal, Luna";0;0.0;*;1.0;1340;"Penugurti, Advika Satya";9100674;7
