Board;WhiteNr;WhiteFideId;WhiteName;WhiteElo;WhitePoints;Result;BlackPoints;BlackElo;BlackName;BlackFideId;BlackNr
1;1;8712627;"Yildirim, Azra";1718;0.0;1-0;0.0;1548;"Gang, Kevin Wan Ze";8710284;8
2;2;8784600;"Kursten, Gwen";0;0.0;0-1;0.0;1952;"Vogels, Mathijs";8845001;7
3;3;8888583;"Young, Scott";1833;0.0;1-0;0.0;0;"Patil, Advay";9105250;6
4;4;8876923;"Esch, Nolan";0;0.0;0-1;0.0;0;"Hompes, Roel";8831482;5
